"n_Acc","x","y","shoe","row_number","min_dist","horiz_dist"
0,0.115,-0.401666666666667,182,24478,0.0507718207057592,0.0509901951359278
0,0.0516666666666667,0.0716666666666667,182,24479,0.161692437808465,0.166699996667333
0,0.118333333333333,-0.215,182,24480,0.0633333333333337,0.0633333333333337
0,0.0816666666666667,-0.348333333333333,182,24481,0.0929755045398757,0.0933333333333333
0,-0.0516666666666667,0.155,182,24482,0.0854400374531753,0.0866666666666666
0,0.111666666666667,0.025,182,24483,0.0962057979310784,0.0966666666666663
0,0.065,-0.238333333333333,182,24484,0.113529242439509,0.113529242439509
0,-0.0183333333333333,0.428333333333333,182,24485,0.063683243915143,0.0766666666666667
0,0.121666666666667,-0.255,182,24486,0.0566666666666663,0.0566666666666663
0,0.101666666666667,0.118333333333333,182,24487,0.126929551764398,0.13
0,-0.065,0.348333333333333,182,24488,0.0612825877028344,0.0666666666666667
0,0.015,0.165,182,24489,0.146552986246537,0.153333333333333
0,-0.045,-0.221666666666667,182,24490,0.0734090518184842,0.0734090518184842
0,-0.0383333333333333,-0.211666666666667,182,24491,0.0784573486395989,0.08
0,-0.045,0.261666666666667,182,24492,0.0733333333333333,0.0733333333333333
0,-0.0283333333333333,0.278333333333333,182,24493,0.0902465758045392,0.0902465758045392
0,-0.0583333333333333,-0.361666666666667,182,24494,0.0703167436990966,0.0703167436990966
0,0.0716666666666667,-0.468333333333333,182,24495,0.0339934634239523,0.0504424865014052
0,0.0416666666666667,-0.168333333333333,182,24496,0.144299072146089,0.146666666666667
0,-0.0883333333333333,-0.391666666666667,182,24497,0.0359010987142299,0.0368178700572909
0,-0.111666666666667,0.358333333333333,182,24498,0.0169967317119757,0.0169967317119757
0,0.0883333333333333,0.291666666666667,182,24499,0.112051575426477,0.120185042515466
0,-0.0716666666666667,0.391666666666667,182,24500,0.0316227766016837,0.0316227766016837
0,-0.0616666666666667,-0.391666666666667,182,24501,0.0596284793999942,0.0634209919681348
0,0.0983333333333333,-0.185,182,24502,0.0866666666666667,0.0866666666666667
0,0.0483333333333333,-0.235,182,24503,0.130384048104053,0.133333333333333
0,-0.0616666666666667,0.168333333333333,182,24504,0.074535599249993,0.0766666666666666
0,-0.0616666666666667,-0.291666666666667,182,24505,0.0666666666666666,0.0666666666666666
0,0.0683333333333333,0.418333333333333,182,24506,0.0518544972870138,0.0600925212577332
0,-0.0783333333333333,0.405,182,24507,0.0210818510677892,0.0210818510677892
